DES,MMM,STK,SMART/AMEX,,,,,
DES,GOOGL,STK,SMART/AMEX,,,,,
DES,MO,STK,SMART/AMEX,,,,,
DES,AXP,STK,SMART/AMEX,,,,,
DES,AIG,STK,SMART/AMEX,,,,,
DES,T,STK,SMART/AMEX,,,,,
DES,BAX,STK,SMART/AMEX,,,,,
DES,BBY,STK,SMART/AMEX,,,,,
DES,BLK,STK,SMART/AMEX,,,,,
DES,BX,STK,SMART/AMEX,,,,,
DES,BA,STK,SMART/AMEX,,,,,
DES,BKNG,STK,SMART/AMEX,,,,,
DES,BSX,STK,SMART/AMEX,,,,,
DES,BMY,STK,SMART/AMEX,,,,,
DES,CZR,STK,SMART/AMEX,,,,,
DES,CPB,STK,SMART/AMEX,,,,,
DES,COF,STK,SMART/AMEX,,,,,
DES,CAH,STK,SMART/AMEX,,,,,
DES,CCL,STK,SMART/AMEX,,,,,
DES,CAT,STK,SMART/AMEX,,,,,
DES,CNC,STK,SMART/AMEX,,,,,
DES,CF,STK,SMART/AMEX,,,,,
DES,CHTR,STK,SMART/AMEX,,,,,
DES,CVX,STK,SMART/AMEX,,,,,
DES,CMG,STK,SMART/AMEX,,,,,
DES,CSCO,STK,SMART/AMEX,,,,,
DES,C,STK,SMART/AMEX,,,,,
DES,CLX,STK,SMART/AMEX,,,,,
DES,KO,STK,SMART/AMEX,,,,,
DES,CL,STK,SMART/AMEX,,,,,
DES,CMCSA,STK,SMART/AMEX,,,,,
DES,COP,STK,SMART/AMEX,,,,,
DES,STZ,STK,SMART/AMEX,,,,,
DES,CEG,STK,SMART/AMEX,,,,,
DES,GLW,STK,SMART/AMEX,,,,,
DES,COST,STK,SMART/AMEX,,,,,
DES,CTRA,STK,SMART/AMEX,,,,,
DES,CRWD,STK,SMART/AMEX,,,,,
DES,CSX,STK,SMART/AMEX,,,,,
DES,CVS,STK,SMART/AMEX,,,,,
DES,CBOE,STK,SMART/AMEX,,,,,
DES,DHI,STK,SMART/AMEX,,,,,
DES,DHR,STK,SMART/AMEX,,,,,
DES,DECK,STK,SMART/AMEX,,,,,
DES,DE,STK,SMART/AMEX,,,,,
DES,DELL,STK,SMART/AMEX,,,,,
DES,DAL,STK,SMART/AMEX,,,,,
DES,DVN,STK,SMART/AMEX,,,,,
DES,DXCM,STK,SMART/AMEX,,,,,
DES,FANG,STK,SMART/AMEX,,,,,
DES,DLR,STK,SMART/AMEX,,,,,
DES,DFS,STK,SMART/AMEX,,,,,
DES,DIS,STK,SMART/AMEX,,,,,
DES,DG,STK,SMART/AMEX,,,,,
DES,DPZ,STK,SMART/AMEX,,,,,
DES,DOW,STK,SMART/AMEX,,,,,
DES,DD,STK,SMART/AMEX,,,,,
DES,EBAY,STK,SMART/AMEX,,,,,
DES,LLY,STK,SMART/AMEX,,,,,
DES,EMR,STK,SMART/AMEX,,,,,
DES,ENPH,STK,SMART/AMEX,,,,,
DES,EOG,STK,SMART/AMEX,,,,,
DES,EQT,STK,SMART/AMEX,,,,,
DES,EXPE,STK,SMART/AMEX,,,,,
DES,XOM,STK,SMART/AMEX,,,,,
DES,FDX,STK,SMART/AMEX,,,,,
DES,FIS,STK,SMART/AMEX,,,,,
DES,FSLR,STK,SMART/AMEX,,,,,
DES,FI,STK,SMART/AMEX,,,,,
DES,F,STK,SMART/AMEX,,,,,
DES,FTNT,STK,SMART/AMEX,,,,,
DES,FCX,STK,SMART/AMEX,,,,,
DES,GE,STK,SMART/AMEX,,,,,
DES,GEHC,STK,SMART/AMEX,,,,,
DES,GEV,STK,SMART/AMEX,,,,,
DES,GNRC,STK,SMART/AMEX,,,,,
DES,GD,STK,SMART/AMEX,,,,,
DES,GILD,STK,SMART/AMEX,,,,,
DES,GL,STK,SMART/AMEX,,,,,
DES,GDDY,STK,SMART/AMEX,,,,,
DES,GS,STK,SMART/AMEX,,,,,
DES,HAL,STK,SMART/AMEX,,,,,
DES,HSY,STK,SMART/AMEX,,,,,
DES,HES,STK,SMART/AMEX,,,,,
DES,HPE,STK,SMART/AMEX,,,,,
DES,HD,STK,SMART/AMEX,,,,,
DES,HON,STK,SMART/AMEX,,,,,
DES,HRL,STK,SMART/AMEX,,,,,
DES,HPQ,STK,SMART/AMEX,,,,,
DES,HUM,STK,SMART/AMEX,,,,,
DES,IBM,STK,SMART/AMEX,,,,,
DES,IP,STK,SMART/AMEX,,,,,
DES,INTU,STK,SMART/AMEX,,,,,
DES,JNJ,STK,SMART/AMEX,,,,,
DES,JPM,STK,SMART/AMEX,,,,,
DES,K,STK,SMART/AMEX,,,,,
DES,KVUE,STK,SMART/AMEX,,,,,
DES,KEY,STK,SMART/AMEX,,,,,
DES,KMB,STK,SMART/AMEX,,,,,
DES,KMI,STK,SMART/AMEX,,,,,
DES,KKR,STK,SMART/AMEX,,,,,
DES,KHC,STK,SMART/AMEX,,,,,
DES,KR,STK,SMART/AMEX,,,,,
DES,LRCX,STK,SMART/AMEX,,,,,
DES,LVS,STK,SMART/AMEX,,,,,
DES,EL,STK,SMART/AMEX,,,,,
DES,LEN,STK,SMART/AMEX,,,,,
DES,LMT,STK,SMART/AMEX,,,,,
DES,LOW,STK,SMART/AMEX,,,,,
DES,LULU,STK,SMART/AMEX,,,,,
DES,MRO,STK,SMART/AMEX,,,,,
DES,MPC,STK,SMART/AMEX,,,,,
DES,MAR,STK,SMART/AMEX,,,,,
DES,MA,STK,SMART/AMEX,,,,,
DES,MTCH,STK,SMART/AMEX,,,,,
DES,MCD,STK,SMART/AMEX,,,,,
DES,MCK,STK,SMART/AMEX,,,,,
DES,MDT,STK,SMART/AMEX,,,,,
DES,MRK,STK,SMART/AMEX,,,,,
DES,META,STK,SMART/AMEX,,,,,
DES,MET,STK,SMART/AMEX,,,,,
DES,MGM,STK,SMART/AMEX,,,,,
DES,MU,STK,SMART/AMEX,,,,,
DES,MSFT,STK,SMART/AMEX,,,,,
DES,MDLZ,STK,SMART/AMEX,,,,,
DES,MNST,STK,SMART/AMEX,,,,,
DES,MS,STK,SMART/AMEX,,,,,
DES,MOS,STK,SMART/AMEX,,,,,
DES,NTAP,STK,SMART/AMEX,,,,,
DES,NFLX,STK,SMART/AMEX,,,,,
DES,NEM,STK,SMART/AMEX,,,,,
DES,NEE,STK,SMART/AMEX,,,,,
DES,NKE,STK,SMART/AMEX,,,,,
DES,NSC,STK,SMART/AMEX,,,,,
DES,NOC,STK,SMART/AMEX,,,,,
DES,NCLH,STK,SMART/AMEX,,,,,
DES,NUE,STK,SMART/AMEX,,,,,
DES,NVDA,STK,SMART/AMEX,,,,,
DES,NXPI,STK,SMART/AMEX,,,,,
DES,OXY,STK,SMART/AMEX,,,,,
DES,ON,STK,SMART/AMEX,,,,,
DES,ORCL,STK,SMART/AMEX,,,,,
DES,PLTR,STK,SMART/AMEX,,,,,
DES,PANW,STK,SMART/AMEX,,,,,
DES,PARA,STK,SMART/AMEX,,,,,
DES,PYPL,STK,SMART/AMEX,,,,,
DES,PEP,STK,SMART/AMEX,,,,,
DES,PFE,STK,SMART/AMEX,,,,,
DES,PCG,STK,SMART/AMEX,,,,,
DES,PM,STK,SMART/AMEX,,,,,
DES,PSX,STK,SMART/AMEX,,,,,
DES,PNC,STK,SMART/AMEX,,,,,
DES,PPG,STK,SMART/AMEX,,,,,
DES,PG,STK,SMART/AMEX,,,,,
DES,PGR,STK,SMART/AMEX,,,,,
DES,PHM,STK,SMART/AMEX,,,,,
DES,QCOM,STK,SMART/AMEX,,,,,
DES,REGN,STK,SMART/AMEX,,,,,
DES,ROST,STK,SMART/AMEX,,,,,
DES,RCL,STK,SMART/AMEX,,,,,
DES,RTX,STK,SMART/AMEX,,,,,
DES,SPGI,STK,SMART/AMEX,,,,,
DES,CRM,STK,SMART/AMEX,,,,,
DES,SLB,STK,SMART/AMEX,,,,,
DES,SCHW,STK,SMART/AMEX,,,,,
DES,STX,STK,SMART/AMEX,,,,,
DES,NOW,STK,SMART/AMEX,,,,,
DES,SWKS,STK,SMART/AMEX,,,,,
DES,SO,STK,SMART/AMEX,,,,,
DES,LUV,STK,SMART/AMEX,,,,,
DES,SBUX,STK,SMART/AMEX,,,,,
DES,SMCI,STK,SMART/AMEX,,,,,
DES,TMUS,STK,SMART/AMEX,,,,,
DES,TPR,STK,SMART/AMEX,,,,,
DES,TGT,STK,SMART/AMEX,,,,,
DES,TSLA,STK,SMART/AMEX,,,,,
DES,TXN,STK,SMART/AMEX,,,,,
DES,CI,STK,SMART/AMEX,,,,,
DES,TMO,STK,SMART/AMEX,,,,,
DES,TJX,STK,SMART/AMEX,,,,,
DES,TSCO,STK,SMART/AMEX,,,,,
DES,TFC,STK,SMART/AMEX,,,,,
DES,UBER,STK,SMART/AMEX,,,,,
DES,ULTA,STK,SMART/AMEX,,,,,
DES,UNP,STK,SMART/AMEX,,,,,
DES,UAL,STK,SMART/AMEX,,,,,
DES,URI,STK,SMART/AMEX,,,,,
DES,UNH,STK,SMART/AMEX,,,,,
DES,USB,STK,SMART/AMEX,,,,,
DES,VLO,STK,SMART/AMEX,,,,,
DES,VZ,STK,SMART/AMEX,,,,,
DES,VRTX,STK,SMART/AMEX,,,,,
DES,V,STK,SMART/AMEX,,,,,
DES,VST,STK,SMART/AMEX,,,,,
DES,WBA,STK,SMART/AMEX,,,,,
DES,WMT,STK,SMART/AMEX,,,,,
DES,WBD,STK,SMART/AMEX,,,,,
DES,WM,STK,SMART/AMEX,,,,,
DES,WFC,STK,SMART/AMEX,,,,,
DES,WDC,STK,SMART/AMEX,,,,,
DES,WMB,STK,SMART/AMEX,,,,,
DES,WYNN,STK,SMART/AMEX,,,,,
DES,SPY,STK,SMART/AMEX,,,,,
DES,QQQ,STK,SMART/AMEX,,,,,
